PC1,PC2,PC3,PC4,PC5,timestamp
-2.5196849319242567,-1.704539035106405,0.07540040556385698,2.623420232752963,1.6622603557168698,2024-09-03
-5.641323643395031,-0.710666768969743,-1.0129990594180325,-2.184417688726555,3.1117745300812523,2024-09-04
-3.4068760511052503,-1.3183273261849688,-1.633590317382753,1.2053480764279678,1.405592354501754,2024-09-05
-5.33325024980592,-1.0029043491355316,-1.7276140392686168,-1.06219692596691,0.8950425622965928,2024-09-06
-7.937499238549898,-0.9289258967501144,-1.8055490897349291,-1.6042505990039193,0.9718007331798764,2024-09-07
-7.238797158604243,-2.1498555797240555,-2.7918479827258174,2.4041859158263787,-0.46175603377210567,2024-09-08
-6.1416209561929325,-1.8856022934677559,-2.964922343341673,2.1399261939616028,0.5330163569602011,2024-09-09
-3.2009045404196383,-2.320219128567145,-2.6830938792236365,3.0708471533700106,0.2869335548932877,2024-09-10
-1.8592505956444347,-2.640168349322555,-2.4250600626877303,0.5274046507115058,-0.3730531999434802,2024-09-11
-2.4623160058461884,-2.644296752567962,-2.3181083546979315,-0.41923362098471384,-0.7988672250988544,2024-09-12
-0.896070957777715,-2.7957629112048443,-2.0982404362488944,1.5133288253604475,-0.6306595099069598,2024-09-13
2.1108551897774235,-3.358313722663675,-1.3958677311112666,2.6920496809169063,-1.3568455255798668,2024-09-14
1.8481721690000144,-3.056397214648104,-1.0949630433804478,-0.6073984837403166,-1.4720043593031353,2024-09-15
0.4552855929848885,-3.0299091867857397,-0.680195296252464,-2.349492957630124,-1.9058660632353326,2024-09-16
-1.8546768406910596,-2.3133096311903403,-1.428551201315713,-1.7064506727732254,-0.7580390677466622,2024-09-17
0.7731010374005312,-3.024221158805182,-1.0465294011837505,1.0817892444054944,-1.6877682285167082,2024-09-18
2.0085727633641506,-3.5774193815786237,-0.33142067787654494,1.3153197236693388,-3.536350867545109,2024-09-19
3.8946690874858914,-3.777681693218519,-1.0228425942240043,1.5824049864534457,-1.5911334676746696,2024-09-20
4.819208600697745,-4.257199601288287,-1.018395476112503,0.1678004346554388,-2.331102661228101,2024-09-21
6.016687072423961,-4.052969052034474,-1.1927102051164753,0.879441345532734,-2.149810139471002,2024-09-22
3.346729935544688,-3.873663868172516,-1.0079494808098692,-1.4944829484848436,-3.609086338209869,2024-09-23
3.385113899917943,-4.0026398074429554,-1.1894144185458446,0.27145898847342675,-2.7882064914957536,2024-09-24
4.734721232625821,-4.070771789418443,-1.0603451602417473,0.9366259642820686,-2.838014200686971,2024-09-25
3.681499531070929,-4.005297634595414,-0.6415589327595727,-1.6908379246060778,-3.624562935522205,2024-09-26
7.516587260073723,-3.7780539945900533,-2.427424351668932,2.2594570929469366,-0.9552835201655733,2024-09-27
8.012206368958537,-3.5978979380390954,-2.399133748661057,0.3693409076433677,-1.2905385762750143,2024-09-28
6.7438992437713745,-3.442303550064642,-2.173996090756516,-2.146135330791885,-1.500362045602772,2024-09-29
6.381415701795125,-3.0078078645476922,-2.486085519733101,-2.333744036004106,-0.4486898404878154,2024-09-30
2.397638254058881,-2.525068958688122,-1.7244202875347396,-5.339511297900412,-1.4904413451048324,2024-10-01
-1.2953842438663394,-1.1777215177337739,-2.971734670866644,-4.832020697829211,0.6248013509956719,2024-10-02
-2.3900374898779497,-1.0138394644858248,-3.392086807557669,-1.7862155465385554,0.19900445040877607,2024-10-03
-2.4774840152510724,-0.6489262084255972,-4.246062543551045,-0.642005851329425,1.320536030935231,2024-10-04
-0.5805658452742762,-1.3014317776929842,-3.962786515743574,2.3958396629090735,1.002609810621819,2024-10-05
-1.3361052322524385,-0.5221323871289864,-4.0318588342964015,-0.19184532311897717,0.2297927202539996,2024-10-06
0.011729862028942448,-0.5147508960374069,-5.125901856315098,0.6106819689437996,1.8071401973374446,2024-10-07
-1.9907089290670164,-0.24128402041801264,-5.2344014650691815,-1.6654141745238638,2.253172227017357,2024-10-08
-1.6554208412954219,-0.5396604527042274,-5.108410383768853,-0.26244438167017436,1.6856439557675862,2024-10-09
-3.4755398790260132,-0.4450338211769389,-5.246887798988185,-1.8042690529911307,2.0776173906044,2024-10-10
-4.078266549656071,-0.619636038570477,-4.622026760642784,-0.04725206765532273,0.8757511169897912,2024-10-11
-1.6547639644660999,-1.17708602813308,-4.63304194769567,2.493622923873582,1.0513912055298469,2024-10-12
-1.1940772277457081,-1.4890769145308795,-4.2922998428771955,0.671383006332195,0.6401991231564159,2024-10-13
-2.2856377488514847,-2.2764447044374125,-3.8812289831159252,-0.589202854326188,-0.2733579556781188,2024-10-14
1.813071269157134,-2.693387193570309,-4.253915758284173,2.3151894637530344,1.058584769147878,2024-10-15
2.5114156388209774,-2.3179543576355437,-4.246286637163701,-1.1834197605958523,0.4904159811329619,2024-10-16
4.266050331630708,-2.7389064471447773,-4.046915933686669,-0.7009688239031406,-0.0715504293208622,2024-10-17
3.0054995916801746,-2.7719318063256946,-3.86057358070287,-1.9252845235449292,-0.7110708721659639,2024-10-18
4.209071592622824,-3.254180391981311,-3.738287762676746,0.609495109240957,-0.771522152155489,2024-10-19
4.279627474548422,-3.6749997269458525,-3.5567381201313544,-0.33148118528977233,-1.0123523743373806,2024-10-20
5.195911324973987,-3.52505818083632,-3.0027253846005415,0.17500232692556328,-1.2481427343485394,2024-10-21
2.577794397654365,-3.1911662687551208,-3.1380694521168317,-2.556525977055937,-1.3306193567572717,2024-10-22
1.9865540792873744,-3.0067003663057505,-3.4804804923240455,-1.5255756538025589,-1.1052540713242673,2024-10-23
0.4039710699596097,-2.759094119978134,-3.749146699811023,-2.109263441062598,-1.6168806758976728,2024-10-24
2.000247908273995,-3.5115189702861223,-3.5926897645219658,0.34957569191021687,-2.2241837892985497,2024-10-25
-3.901128696638551,-2.1797143057207107,-3.1798947005556015,-5.039784429422886,-3.1415446461500176,2024-10-26
-2.3785984044943,-2.552672781458033,-4.654735212159835,1.0923962419541486,-0.5115871448777942,2024-10-27
-1.7731404994435216,-2.456915534312193,-4.677231639081361,1.055422692493511,-1.0584862752550461,2024-10-28
-0.5259951640724541,-2.8227529112813494,-4.402442373513945,1.7157526948182635,-1.40759065648143,2024-10-29
2.433945706127122,-3.2617264313902985,-3.417439878713127,2.220785599815743,-2.7313576072588903,2024-10-30
0.5488651487033726,-2.291835964435383,-4.941786201583199,-2.1908252021474826,-0.22399332293738125,2024-10-31
-1.8514587719357456,-1.3125173883993542,-5.748930375695484,-3.9401289796636054,0.25599590986234766,2024-11-01
-0.9219298350221541,-1.368820199411554,-5.339265312671295,-0.6421466867408313,-0.940367173330629,2024-11-02
-1.5815092405314872,-0.8736536738895001,-5.335898256648032,-1.3283717520459162,-1.5493635445046965,2024-11-03
-3.9566160579432483,-0.35142784038481356,-5.408036286566611,-1.9907972568963948,-2.0547801106949906,2024-11-04
-4.6224519570002265,-0.7364811810016259,-5.050537106968316,-1.0848234473392626,-2.122715270060745,2024-11-05
-2.0346448006164635,-1.0208913352802236,-5.142922865736783,2.5836182535108887,-1.1350600177942671,2024-11-06
4.861664665385501,-2.2037104997458328,-3.566642587964488,6.61473578923318,-0.2929071673605597,2024-11-07
4.723712726119269,-1.818998798111314,-2.536886847760792,1.4385964924910626,-1.00416569599623,2024-11-08
7.822975532153135,-2.07495567385357,-1.6130230892713373,1.1670946771893274,-1.358748967374884,2024-11-09
8.637152097778763,-1.2464835059364145,-2.300343561476074,0.7657286820946199,0.44543560714186575,2024-11-10
12.641688298831514,-1.9771966894407123,-0.09272239695082249,4.601987629055468,-1.5858218854877648,2024-11-11
13.762454920928636,-1.4714789916999877,-0.1636217441242333,2.7857933811481144,0.7288159158883027,2024-11-12
11.880774763539014,-0.9573966344181387,1.7278039957614686,-3.898532974690988,-2.6866745884190943,2024-11-13
9.476046927896709,-0.61586624770489,1.132232030635346,-4.406646116268601,-2.1255717104502088,2024-11-14
8.968002127372914,-0.19727503221132486,2.527980928489471,-4.195495324080233,-4.2417029747444515,2024-11-15
10.408908211037335,0.36760586149558144,1.0625538754896329,0.8434821117754012,-0.36543738211584753,2024-11-16
11.83517337764614,1.4707920272202673,2.0223214016555104,0.7813030347318214,-0.8138169224390468,2024-11-17
8.743086115776856,1.492204173991983,1.9026078901562475,-4.086498170281198,-0.619281562891869,2024-11-18
10.477446791877908,1.651909932779086,1.9554185868101206,-0.007062972086115958,0.4585374573386822,2024-11-19
8.49743768885688,1.7702971591037084,1.9525356009729216,-2.991676766268648,-0.10009622272942396,2024-11-20
7.665413805444223,2.0730148701179796,2.092070341878705,-2.4424846364123924,-0.5416589396467505,2024-11-21
9.341469180929037,2.025889098228678,1.3304871960838245,1.6162425647211944,1.3771496869351858,2024-11-22
10.760642041785424,2.4785768613322445,2.071854911368856,2.117121752568105,2.077610106383969,2024-11-23
11.659750898444738,3.065111806070248,3.040727201118635,0.8290706399411385,1.247689041649646,2024-11-24
10.742110346061004,3.853698905393795,2.1456414356893,-2.804977228793774,1.4324757258143261,2024-11-25
6.571274624882105,5.262186485800623,2.149833791297828,-5.734050567483323,2.5667982434759256,2024-11-26
5.770463154901324,5.847825286536639,1.9925942378835693,-3.1107757624462797,2.0039894099337214,2024-11-27
9.356004314585865,5.471396942418274,2.0447954426577417,2.8365680275385565,2.6195557367853004,2024-11-28
7.5781503036442075,6.056810745486835,1.9798788539640548,-2.0640790667368645,2.793075918057398,2024-11-29
9.5123539616787,6.093725355547707,2.315407902939108,1.2450245667808788,1.6193411928886083,2024-11-30
9.03063546035421,6.971837868514331,1.6074974141899057,-1.4161826707097744,2.188750289365764,2024-12-01
11.104106066577607,6.845024024783146,1.6174468082506612,1.1543053798816583,2.3487100876706117,2024-12-02
11.498712408539754,8.07305960364157,2.666694043398502,-0.24285091783928642,1.2940916027962814,2024-12-03
12.579020654556391,9.412494764007388,2.262687924169113,-0.369454026661377,3.17330988286596,2024-12-04
12.789217561413354,9.274757435103213,2.2301142900626822,-1.5551519908809062,2.518518775692959,2024-12-05
10.999196393318057,9.805561410644058,3.210952296688712,-3.697271541051423,-0.0018557769848614378,2024-12-06
11.514514391966333,9.560884060472654,2.2239154717255705,-0.15673622113812838,0.8442347626356224,2024-12-07
9.652840638071869,10.26087603094779,0.8541894576555656,-2.114194691535641,2.6771334299701914,2024-12-08
10.548447796829107,9.380069727830302,2.6744843257891064,-1.1255024135049057,-2.3372092859400357,2024-12-09
0.7521497384026433,10.639013865384022,3.057400989971449,-10.729844141929972,0.42026501190079646,2024-12-10
0.9083159313609341,10.483998949211186,1.3192715976772382,-0.21000851633097356,1.8795304017347527,2024-12-11
2.770308751695791,10.46647509694872,-0.059548973211574145,5.342333139358513,2.346938219146871,2024-12-12
1.7421959344964881,10.587083661596912,0.02997718635572602,1.3443613889821182,1.8782269678693153,2024-12-13
1.9908160931313565,10.663559524195213,-0.14353400423277712,1.6147789721857546,1.8333072017180188,2024-12-14
-0.017803021781336775,11.133074265544911,-0.8687428888871082,-1.1032669960779429,2.321744965523731,2024-12-15
1.6615573360180116,10.901875337541604,-1.1120292462643613,2.9827510423624313,1.946418531770086,2024-12-16
-0.026637610917130072,10.505238335310542,-1.0622634383002496,0.18125029987430283,0.7210358281382826,2024-12-17
-1.5903961088155127,10.581466067518713,-1.8012801121004751,0.397827274182074,1.8619299769489253,2024-12-18
-7.448291776336365,10.988823465204646,-1.2505950116064097,-4.304840554428705,2.1574257064463787,2024-12-19
-9.371257127941576,11.054959867398304,-1.1158060995802253,-1.9508405217354785,2.7029289343247864,2024-12-20
-7.172393206859227,10.261548003916271,-0.8578344374387257,4.640040004071197,1.866132865107523,2024-12-21
-9.342419067347421,10.39981353396118,-0.681544090966087,1.0263624595663707,0.9963026812801142,2024-12-22
-10.474675772409915,10.147183494208223,-1.9821599516301427,2.0031789199835535,2.2493863663589355,2024-12-23
-6.368174238476913,8.992993065173765,-1.5919235089077843,6.526755104157191,1.764164790117929,2024-12-24
-3.702226188074479,8.215155812089918,-0.028765326168201048,5.519087474519322,-0.8025494274160941,2024-12-25
-5.0254381571207904,7.996900346347581,-0.46812864951315825,1.550070946765392,-0.11287848715288025,2024-12-26
-7.787072008690083,7.775859111367986,-0.2190158778627938,-1.8411628492405916,0.4532288033247614,2024-12-27
-7.300536860135378,7.2031560707261315,-0.45460492212604303,2.159494060836669,0.1518937495104969,2024-12-28
-4.986838887336694,6.756500463920876,-0.36868939534861594,4.078568043268323,0.4795998889974729,2024-12-29
-7.293427208700223,7.026965707918369,-0.12031570299722534,0.09389993376618191,-0.6123352427437728,2024-12-30
-6.421315465171988,7.0176433598646994,-0.025755739887174615,1.9496637132790338,-1.2669152098147416,2024-12-31
-6.167848187237839,6.5528814628488465,0.015515401731704195,2.1987708990372137,-1.9652948316440895,2025-01-01
-3.1755111679995736,5.9367283708249765,-0.0192431063242324,3.8940444116144697,-1.4860479234295676,2025-01-02
0.058701403061553026,4.112068272928991,0.8336551938545472,3.6528161762828284,-3.507623226951314,2025-01-03
3.2600540421305566,3.415348854974447,1.2045209004314334,4.5227607344509595,-3.5521865701129047,2025-01-04
4.0139487606223225,2.7949134595670007,2.1139691819216306,0.2405601004462833,-4.742880342221106,2025-01-05
4.300094501382073,2.4745795813325535,2.622307691207505,-0.43268338553213,-5.7351570229036435,2025-01-06
5.983667386617206,1.7173654180492302,3.000628607197168,1.3441716707881857,-6.2069319650871675,2025-01-07
-2.17247541935793,3.1918000039114105,3.035113191351989,-5.956415158315109,-5.273333555162034,2025-01-08
-1.5172361666946022,2.7413792773420753,0.6556280035671794,-0.9788394734047384,-4.045234970342084,2025-01-09
-2.921608034634722,2.624574217465286,1.0371274781212723,-1.359134988527015,-4.631090710081684,2025-01-10
-1.4763592574555933,2.0560310393187597,0.6249068065468201,2.705659429547948,-4.787830441362866,2025-01-11
-1.4399684734632745,2.4679620278202723,0.9217194811813137,2.2254540491280403,-5.080015185319133,2025-01-12
-2.593420310753552,2.163325004262595,0.9509675632744764,0.039254012993595766,-5.039383344803265,2025-01-13
-3.374834073144415,2.2378200027408606,0.8850660726866687,-0.23244312627359381,-5.014021367422018,2025-01-14
-0.909272786599536,1.7376950574173238,1.0775457209277965,3.6189228000115845,-4.923307308557715,2025-01-15
4.134610099787635,1.797380748037078,1.914099254138422,6.397520644488573,-4.962244689213994,2025-01-16
1.9893354200437872,2.014946180323463,2.1845903321759947,-0.03717230013907267,-5.366899593019197,2025-01-17
